epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.70087,0.033333,3.692298,0.025,0.125,3.69172,0.025,0.125
2,3.69891,0.029167,3.691526,0.025,0.125,3.690964,0.025,0.125
3,3.691891,0.025,3.691067,0.025,0.1125,3.690542,0.025,0.125
4,3.693137,0.025,3.690819,0.025,0.1125,3.690142,0.025,0.1375
5,3.693261,0.029167,3.690614,0.025,0.1,3.689827,0.0375,0.1125
6,3.689356,0.033333,3.690359,0.025,0.125,3.68961,0.025,0.1125
7,3.689079,0.041667,3.690152,0.025,0.1125,3.68954,0.025,0.125
8,3.693077,0.020833,3.689973,0.025,0.125,3.689394,0.025,0.125
9,3.688072,0.05,3.689859,0.025,0.125,3.689352,0.025,0.125
10,3.696723,0.0375,3.68985,0.025,0.1,3.689346,0.025,0.1375
11,3.687572,0.020833,3.689859,0.025,0.125,3.689435,0.025,0.125
12,3.689619,0.025,3.6898,0.025,0.125,3.689559,0.025,0.1125
13,3.687777,0.025,3.689784,0.025,0.1125,3.689611,0.025,0.1125
14,3.697068,0.016667,3.68977,0.025,0.1125,3.689641,0.025,0.125
15,3.693473,0.033333,3.689796,0.025,0.125,3.689778,0.025,0.125
16,3.690101,0.020833,3.689903,0.025,0.1375,3.689558,0.025,0.125
17,3.6921,0.016667,3.689882,0.025,0.125,3.689548,0.025,0.125
18,3.691372,0.0375,3.689904,0.025,0.1125,3.689522,0.025,0.1375
19,3.691563,0.016667,3.68983,0.025,0.125,3.689483,0.025,0.1125
20,3.692101,0.041667,3.689755,0.025,0.125,3.689519,0.025,0.125
21,3.696139,0.016667,3.689758,0.025,0.125,3.689517,0.025,0.125
22,3.690691,0.0125,3.689788,0.025,0.125,3.689495,0.025,0.125
23,3.688248,0.0125,3.689772,0.025,0.125,3.689484,0.025,0.125
24,3.69014,0.016667,3.689787,0.025,0.125,3.689466,0.025,0.125
25,3.689651,0.008333,3.689742,0.0125,0.125,3.689487,0.025,0.125
26,3.686845,0.033333,3.689734,0.025,0.125,3.689513,0.025,0.125
27,3.687328,0.029167,3.689712,0.025,0.125,3.689523,0.025,0.125
28,3.690811,0.020833,3.689731,0.025,0.125,3.689538,0.025,0.1375
29,3.693623,0.0125,3.68971,0.025,0.1125,3.689545,0.025,0.125
30,3.688441,0.016667,3.689708,0.025,0.125,3.689494,0.025,0.1375
31,3.688902,0.025,3.689742,0.025,0.125,3.689459,0.025,0.125
32,3.687833,0.025,3.689726,0.025,0.1,3.689416,0.025,0.1375
33,3.689875,0.033333,3.689737,0.025,0.1125,3.689397,0.025,0.15
34,3.688639,0.033333,3.689707,0.025,0.1,3.689346,0.025,0.1625
35,3.689737,0.016667,3.689685,0.025,0.1125,3.689346,0.025,0.15
36,3.690066,0.029167,3.6897,0.025,0.1,3.689304,0.025,0.1375
37,3.692573,0.008333,3.689715,0.025,0.125,3.689329,0.025,0.125
38,3.687713,0.020833,3.689667,0.025,0.125,3.689299,0.025,0.1125
39,3.688739,0.016667,3.689618,0.025,0.125,3.689291,0.025,0.125
40,3.689225,0.029167,3.689563,0.025,0.1125,3.68929,0.025,0.125
41,3.682988,0.020833,3.689582,0.025,0.1125,3.68927,0.025,0.0875
42,3.685752,0.020833,3.68961,0.025,0.1125,3.689257,0.025,0.1125
43,3.689419,0.033333,3.689639,0.025,0.1125,3.689205,0.025,0.1125
44,3.690066,0.05,3.689619,0.025,0.1125,3.689154,0.025,0.125
45,3.689884,0.029167,3.689624,0.025,0.125,3.68917,0.025,0.125
46,3.686674,0.029167,3.689574,0.025,0.1,3.689151,0.025,0.125
47,3.688334,0.033333,3.689555,0.025,0.1,3.689135,0.025,0.1375
48,3.688022,0.029167,3.689535,0.025,0.1,3.689079,0.025,0.125
49,3.687656,0.029167,3.689523,0.025,0.1125,3.689032,0.025,0.125
50,3.684901,0.033333,3.689484,0.025,0.125,3.689028,0.025,0.125
51,3.688524,0.020833,3.689452,0.025,0.125,3.689072,0.025,0.125
52,3.689069,0.033333,3.68945,0.025,0.125,3.689069,0.025,0.125
53,3.688705,0.020833,3.68944,0.025,0.1125,3.689045,0.025,0.125
54,3.687587,0.029167,3.689467,0.025,0.1125,3.689037,0.025,0.125
55,3.687239,0.016667,3.689474,0.025,0.1125,3.689034,0.025,0.125
56,3.68807,0.05,3.689508,0.025,0.1125,3.689011,0.025,0.125
57,3.686423,0.020833,3.689531,0.0375,0.1125,3.688944,0.025,0.125
58,3.688091,0.020833,3.68948,0.0375,0.1125,3.688952,0.0125,0.125
59,3.687477,0.033333,3.689467,0.0375,0.1125,3.68896,0.0125,0.1375
60,3.685046,0.0375,3.689491,0.0375,0.1375,3.68895,0.0125,0.1125
61,3.684768,0.0375,3.689496,0.025,0.15,3.688954,0.025,0.125
62,3.685952,0.020833,3.689492,0.025,0.1375,3.689011,0.025,0.125
63,3.682613,0.029167,3.689484,0.025,0.1375,3.68903,0.025,0.1
64,3.683246,0.05,3.689452,0.0125,0.125,3.689044,0.0125,0.1
65,3.691796,0.008333,3.689479,0.025,0.125,3.689052,0.025,0.1125
66,3.685155,0.045833,3.689536,0.025,0.125,3.689008,0.025,0.125
67,3.685538,0.016667,3.689559,0.025,0.1375,3.689007,0.025,0.1
68,3.689243,0.029167,3.689568,0.025,0.1125,3.689038,0.025,0.1125
69,3.689147,0.033333,3.689559,0.025,0.125,3.689032,0.025,0.125
70,3.682283,0.054167,3.689561,0.025,0.125,3.689044,0.025,0.125
71,3.685717,0.016667,3.689561,0.025,0.1125,3.689082,0.025,0.1375
72,3.686817,0.029167,3.689538,0.025,0.1375,3.689064,0.025,0.1125
73,3.685709,0.029167,3.689525,0.025,0.125,3.689046,0.025,0.125
74,3.690404,0.004167,3.689501,0.025,0.1375,3.689012,0.025,0.125
75,3.688881,0.029167,3.689486,0.025,0.1375,3.689006,0.025,0.1125
76,3.686989,0.05,3.689499,0.025,0.125,3.689029,0.025,0.125
77,3.684795,0.058333,3.689477,0.025,0.125,3.689004,0.025,0.125
78,3.688715,0.016667,3.689489,0.025,0.125,3.688992,0.025,0.125
79,3.686991,0.025,3.689472,0.0375,0.1375,3.688968,0.0125,0.1375
80,3.687071,0.033333,3.689449,0.025,0.1125,3.68893,0.0125,0.1375
81,3.688244,0.025,3.68946,0.025,0.125,3.68886,0.025,0.125
82,3.683972,0.029167,3.689478,0.025,0.1375,3.688838,0.025,0.1375
83,3.682955,0.033333,3.68947,0.025,0.125,3.68884,0.0125,0.1375
84,3.6835,0.025,3.689461,0.0375,0.1375,3.688821,0.025,0.15
85,3.682369,0.025,3.689461,0.05,0.1375,3.688797,0.025,0.125
86,3.686797,0.033333,3.689463,0.05,0.125,3.688798,0.025,0.125
87,3.686523,0.016667,3.689455,0.05,0.1375,3.68879,0.025,0.125
88,3.682009,0.0375,3.689501,0.0375,0.125,3.688756,0.025,0.125
89,3.690094,0.033333,3.689529,0.0375,0.1125,3.68874,0.025,0.125
90,3.684895,0.020833,3.689568,0.025,0.1125,3.688741,0.025,0.15
91,3.688255,0.029167,3.689578,0.025,0.1375,3.688757,0.025,0.1375
92,3.685087,0.041667,3.689574,0.025,0.15,3.688758,0.025,0.15
93,3.683333,0.025,3.689579,0.025,0.1125,3.688746,0.025,0.1625
94,3.686348,0.033333,3.689579,0.025,0.125,3.68874,0.025,0.1375
95,3.683786,0.016667,3.689574,0.025,0.1375,3.688726,0.025,0.125
96,3.686237,0.029167,3.689508,0.025,0.1125,3.688695,0.025,0.1125
97,3.685294,0.041667,3.689433,0.025,0.1125,3.688675,0.025,0.125
98,3.682924,0.029167,3.689433,0.025,0.1,3.688694,0.025,0.1125
99,3.68336,0.041667,3.689419,0.025,0.1125,3.688718,0.025,0.1
100,3.684968,0.029167,3.689415,0.025,0.1125,3.688724,0.025,0.1
