epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.700874,0.033333,3.692294,0.025,0.125,3.691719,0.025,0.125
2,3.698912,0.029167,3.691502,0.025,0.125,3.690957,0.025,0.125
3,3.6919,0.025,3.691038,0.025,0.1125,3.69051,0.025,0.125
4,3.693122,0.029167,3.690839,0.025,0.125,3.690113,0.025,0.125
5,3.693254,0.033333,3.690581,0.025,0.1125,3.689785,0.0375,0.125
6,3.689151,0.029167,3.69034,0.025,0.125,3.689582,0.025,0.125
7,3.689096,0.041667,3.690157,0.025,0.125,3.689498,0.025,0.125
8,3.69279,0.020833,3.689989,0.025,0.125,3.689351,0.025,0.125
9,3.687548,0.041667,3.689867,0.025,0.125,3.689383,0.025,0.1375
10,3.69666,0.0375,3.68985,0.025,0.125,3.689443,0.025,0.1375
11,3.686971,0.020833,3.689912,0.025,0.1125,3.689568,0.025,0.125
12,3.689809,0.029167,3.689854,0.025,0.1375,3.689613,0.025,0.125
13,3.687704,0.025,3.6899,0.025,0.1,3.689632,0.025,0.1125
14,3.697575,0.029167,3.689919,0.025,0.1125,3.689739,0.025,0.125
15,3.693328,0.020833,3.68988,0.025,0.125,3.689854,0.025,0.15
16,3.690501,0.0125,3.689889,0.025,0.125,3.689805,0.025,0.125
17,3.692378,0.016667,3.689908,0.025,0.1,3.689821,0.025,0.125
18,3.690439,0.033333,3.689887,0.025,0.1125,3.68979,0.025,0.1
19,3.690564,0.025,3.68983,0.025,0.1125,3.689764,0.025,0.1125
20,3.692784,0.045833,3.689758,0.025,0.1125,3.689775,0.025,0.1125
21,3.697625,0.029167,3.689753,0.025,0.125,3.689692,0.025,0.125
22,3.690886,0.016667,3.689727,0.025,0.125,3.68959,0.025,0.125
23,3.688107,0.016667,3.68973,0.025,0.125,3.689669,0.025,0.125
24,3.689216,0.025,3.689676,0.025,0.1375,3.689631,0.025,0.125
25,3.690001,0.029167,3.689584,0.025,0.125,3.689679,0.0375,0.125
26,3.687951,0.0375,3.689582,0.0375,0.125,3.689662,0.025,0.125
27,3.687703,0.025,3.689576,0.025,0.125,3.689656,0.025,0.125
28,3.690919,0.025,3.689623,0.025,0.125,3.689682,0.025,0.125
29,3.693031,0.016667,3.689616,0.025,0.125,3.689683,0.025,0.125
30,3.689574,0.0125,3.689684,0.025,0.125,3.689632,0.025,0.1125
31,3.688799,0.029167,3.689669,0.025,0.125,3.689594,0.025,0.125
32,3.687366,0.025,3.689706,0.025,0.1375,3.689481,0.025,0.125
33,3.690218,0.020833,3.689749,0.025,0.125,3.689444,0.025,0.125
34,3.687648,0.033333,3.689728,0.025,0.125,3.689398,0.025,0.125
35,3.690232,0.020833,3.689704,0.025,0.1375,3.689468,0.025,0.1375
36,3.689413,0.0125,3.689682,0.025,0.125,3.689523,0.025,0.125
37,3.694063,0.020833,3.689664,0.025,0.1375,3.689541,0.025,0.125
38,3.687464,0.029167,3.689648,0.025,0.1125,3.689519,0.025,0.1125
39,3.687356,0.020833,3.689648,0.025,0.1,3.68951,0.025,0.1125
40,3.6884,0.041667,3.68964,0.025,0.1125,3.689469,0.025,0.125
41,3.683057,0.029167,3.689637,0.025,0.1125,3.689441,0.025,0.1125
42,3.686159,0.016667,3.689598,0.025,0.1125,3.689391,0.025,0.1125
43,3.689942,0.025,3.689546,0.025,0.1125,3.689317,0.025,0.1125
44,3.691994,0.0375,3.68955,0.025,0.1125,3.689266,0.025,0.1125
45,3.692011,0.016667,3.689487,0.025,0.1125,3.689249,0.025,0.1125
46,3.686241,0.0125,3.689477,0.025,0.1125,3.689235,0.025,0.1125
47,3.687041,0.0375,3.689515,0.025,0.125,3.689238,0.025,0.1125
48,3.687635,0.033333,3.689488,0.025,0.125,3.689255,0.025,0.1125
49,3.687242,0.020833,3.689473,0.025,0.125,3.689346,0.025,0.125
50,3.684693,0.033333,3.689471,0.025,0.125,3.689397,0.025,0.125
51,3.688637,0.0125,3.689449,0.025,0.125,3.689384,0.025,0.1125
52,3.691328,0.033333,3.689442,0.0125,0.1,3.689366,0.0375,0.125
53,3.688222,0.029167,3.689421,0.025,0.1,3.689377,0.025,0.1125
54,3.68699,0.016667,3.689393,0.025,0.125,3.689353,0.025,0.1375
55,3.686963,0.033333,3.689419,0.025,0.1,3.6893,0.025,0.1125
