epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.700874,0.033333,3.692284,0.025,0.125,3.691687,0.025,0.125
2,3.698928,0.029167,3.691496,0.025,0.125,3.690937,0.025,0.125
3,3.691868,0.025,3.691008,0.025,0.1125,3.690451,0.025,0.125
4,3.693119,0.029167,3.690795,0.025,0.125,3.69005,0.025,0.125
5,3.693283,0.033333,3.69057,0.025,0.1,3.689764,0.0375,0.1125
6,3.689142,0.033333,3.690311,0.025,0.125,3.689548,0.0375,0.125
7,3.689067,0.041667,3.690131,0.025,0.125,3.689461,0.025,0.125
8,3.692686,0.020833,3.689844,0.025,0.125,3.68935,0.025,0.1125
9,3.687799,0.05,3.68979,0.025,0.125,3.689334,0.025,0.125
10,3.696594,0.05,3.68981,0.025,0.1125,3.689336,0.025,0.1
11,3.687862,0.016667,3.689845,0.025,0.1125,3.689432,0.025,0.1125
12,3.689572,0.029167,3.689754,0.025,0.1375,3.68946,0.025,0.125
13,3.688104,0.020833,3.689763,0.0125,0.1375,3.689568,0.025,0.1
14,3.697554,0.025,3.689703,0.025,0.1,3.689639,0.025,0.1
15,3.692784,0.025,3.689757,0.025,0.125,3.689714,0.025,0.125
16,3.690218,0.016667,3.689849,0.025,0.1125,3.689516,0.025,0.125
17,3.692766,0.016667,3.689826,0.025,0.125,3.689506,0.025,0.15
18,3.691247,0.041667,3.689856,0.025,0.125,3.689495,0.025,0.125
19,3.691507,0.025,3.689783,0.025,0.125,3.689488,0.025,0.125
20,3.692214,0.05,3.689657,0.025,0.125,3.689508,0.025,0.125
21,3.696963,0.033333,3.689616,0.025,0.125,3.689506,0.025,0.1125
22,3.691297,0.016667,3.689718,0.025,0.1125,3.689452,0.025,0.1125
23,3.688797,0.020833,3.689671,0.025,0.125,3.689447,0.025,0.125
24,3.691219,0.020833,3.689634,0.025,0.125,3.689449,0.025,0.125
25,3.69013,0.020833,3.689565,0.025,0.125,3.68946,0.025,0.125
26,3.687316,0.045833,3.689582,0.025,0.125,3.689471,0.025,0.125
27,3.686617,0.033333,3.689587,0.025,0.125,3.689522,0.025,0.1375
28,3.691165,0.025,3.689533,0.025,0.125,3.689537,0.025,0.1375
29,3.692107,0.016667,3.689557,0.025,0.1375,3.689539,0.025,0.125
30,3.688499,0.008333,3.689563,0.025,0.125,3.689525,0.025,0.125
31,3.688537,0.016667,3.689603,0.025,0.1125,3.689488,0.025,0.1125
32,3.687312,0.033333,3.689561,0.025,0.1375,3.689435,0.025,0.1375
33,3.689668,0.025,3.689525,0.025,0.125,3.689433,0.025,0.1125
34,3.687006,0.025,3.689461,0.025,0.125,3.689404,0.025,0.125
35,3.689958,0.0125,3.689465,0.025,0.125,3.689475,0.025,0.125
36,3.689731,0.020833,3.689499,0.025,0.125,3.689492,0.025,0.1375
37,3.693282,0.016667,3.689513,0.025,0.1125,3.689532,0.025,0.125
38,3.688755,0.016667,3.689485,0.025,0.125,3.689468,0.025,0.1375
39,3.686929,0.033333,3.689556,0.025,0.1125,3.689406,0.025,0.1375
40,3.689032,0.025,3.689505,0.025,0.125,3.689409,0.025,0.1375
41,3.683746,0.020833,3.689449,0.025,0.1125,3.689406,0.025,0.1375
42,3.686448,0.016667,3.689439,0.025,0.125,3.689418,0.025,0.125
43,3.689043,0.033333,3.68945,0.025,0.125,3.689416,0.025,0.125
44,3.691465,0.041667,3.689408,0.025,0.125,3.689356,0.025,0.125
45,3.689709,0.020833,3.689362,0.025,0.1125,3.689297,0.025,0.15
46,3.686363,0.016667,3.689342,0.025,0.1125,3.689343,0.025,0.1125
47,3.688559,0.016667,3.689297,0.025,0.125,3.689375,0.025,0.125
48,3.688101,0.033333,3.689287,0.025,0.125,3.689355,0.025,0.125
49,3.687061,0.020833,3.689307,0.025,0.1125,3.689331,0.025,0.125
50,3.685468,0.033333,3.689317,0.025,0.1125,3.689327,0.025,0.125
51,3.69003,0.033333,3.689295,0.025,0.1125,3.689316,0.025,0.125
52,3.690903,0.020833,3.689293,0.025,0.125,3.689306,0.025,0.1125
53,3.687609,0.020833,3.689267,0.025,0.1125,3.689273,0.025,0.1375
54,3.688288,0.020833,3.689238,0.0375,0.1125,3.689213,0.0125,0.125
55,3.688328,0.016667,3.689187,0.025,0.125,3.689193,0.0125,0.125
56,3.688632,0.025,3.689225,0.0375,0.125,3.689159,0.0375,0.125
57,3.687611,0.016667,3.689254,0.0125,0.1125,3.689131,0.0125,0.15
58,3.688004,0.020833,3.689288,0.0125,0.125,3.689117,0.0125,0.125
59,3.688979,0.0375,3.689303,0.0375,0.1375,3.689159,0.025,0.1125
60,3.686229,0.029167,3.689294,0.025,0.125,3.689192,0.025,0.1125
61,3.686161,0.029167,3.68932,0.0125,0.125,3.689191,0.025,0.1375
62,3.686011,0.0375,3.68931,0.025,0.1125,3.689211,0.025,0.125
63,3.682446,0.033333,3.689302,0.025,0.125,3.689225,0.025,0.1125
64,3.681592,0.05,3.689316,0.025,0.125,3.689224,0.025,0.1125
65,3.688257,0.016667,3.689314,0.025,0.125,3.689246,0.025,0.1125
66,3.685903,0.029167,3.689329,0.025,0.125,3.689207,0.025,0.1375
67,3.685605,0.025,3.689328,0.025,0.15,3.689134,0.025,0.1
68,3.689026,0.033333,3.689306,0.025,0.1125,3.689106,0.025,0.1125
69,3.690625,0.029167,3.689262,0.025,0.1125,3.689118,0.025,0.1
70,3.682368,0.054167,3.689242,0.025,0.125,3.689119,0.025,0.1125
71,3.684567,0.020833,3.689242,0.025,0.125,3.689126,0.025,0.125
72,3.686626,0.033333,3.689225,0.025,0.125,3.689116,0.025,0.125
73,3.686527,0.025,3.689216,0.025,0.125,3.689087,0.025,0.1125
74,3.689369,0.008333,3.689232,0.025,0.125,3.689095,0.025,0.125
75,3.686204,0.0375,3.689246,0.025,0.1375,3.68913,0.025,0.125
76,3.686828,0.05,3.689281,0.025,0.1375,3.68915,0.025,0.125
77,3.685907,0.0375,3.689249,0.025,0.125,3.68917,0.025,0.1125
78,3.690688,0.029167,3.689298,0.0375,0.1125,3.689141,0.025,0.1125
79,3.687808,0.025,3.689326,0.025,0.125,3.689106,0.0375,0.125
80,3.685774,0.016667,3.689307,0.025,0.125,3.689056,0.0125,0.125
81,3.688243,0.016667,3.6893,0.025,0.125,3.68905,0.025,0.125
82,3.682352,0.029167,3.689309,0.0125,0.125,3.689115,0.025,0.125
83,3.684986,0.0375,3.689263,0.025,0.125,3.689115,0.025,0.125
84,3.684052,0.0375,3.689249,0.025,0.125,3.689096,0.025,0.125
85,3.682609,0.033333,3.689229,0.025,0.1375,3.689064,0.025,0.1375
86,3.686692,0.033333,3.689224,0.025,0.1375,3.68902,0.025,0.125
87,3.685579,0.020833,3.689195,0.025,0.1625,3.689005,0.025,0.1125
88,3.682578,0.033333,3.689236,0.025,0.125,3.688999,0.025,0.1125
89,3.688621,0.033333,3.689229,0.025,0.125,3.688941,0.025,0.125
90,3.683222,0.033333,3.689222,0.025,0.1375,3.688883,0.025,0.1375
91,3.686415,0.033333,3.689196,0.025,0.1625,3.68888,0.025,0.125
92,3.687061,0.045833,3.689142,0.025,0.1375,3.688859,0.025,0.15
93,3.684211,0.033333,3.689115,0.025,0.125,3.688845,0.025,0.1375
94,3.688539,0.0375,3.689114,0.025,0.1125,3.688852,0.025,0.125
95,3.683266,0.025,3.689139,0.025,0.125,3.688868,0.025,0.125
96,3.685909,0.008333,3.689111,0.025,0.125,3.688873,0.025,0.125
97,3.684623,0.025,3.68911,0.025,0.1375,3.688868,0.025,0.1125
98,3.680886,0.0375,3.689108,0.025,0.1375,3.688895,0.025,0.1
99,3.682538,0.029167,3.689098,0.025,0.1375,3.688911,0.025,0.1125
100,3.684083,0.0375,3.689105,0.025,0.1375,3.688929,0.025,0.125
