epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.690353,0.020833,3.688515,0.0375,0.15,3.688086,0.025,0.15
2,3.690045,0.041667,3.687852,0.0375,0.15,3.687429,0.025,0.1625
3,3.686007,0.033333,3.687013,0.025,0.175,3.686548,0.0125,0.1625
4,3.686362,0.029167,3.686077,0.025,0.175,3.685619,0.025,0.1875
5,3.685938,0.029167,3.685153,0.025,0.1875,3.684628,0.0375,0.2
6,3.68273,0.041667,3.684145,0.05,0.2,3.683545,0.025,0.2
7,3.683852,0.033333,3.683045,0.05,0.2125,3.682361,0.0375,0.2125
8,3.681631,0.033333,3.681734,0.0625,0.2125,3.680982,0.0375,0.225
9,3.680507,0.041667,3.680126,0.075,0.25,3.679351,0.05,0.225
10,3.682483,0.029167,3.678433,0.0875,0.275,3.677624,0.0625,0.275
11,3.676037,0.05,3.676541,0.1,0.2875,3.675721,0.0625,0.275
12,3.674854,0.05,3.674272,0.075,0.275,3.673431,0.0625,0.2375
13,3.672052,0.045833,3.671593,0.075,0.275,3.67076,0.0625,0.2375
14,3.67109,0.054167,3.668393,0.05,0.2,3.667454,0.05,0.2375
15,3.667947,0.058333,3.664577,0.05,0.225,3.663583,0.05,0.2375
16,3.664187,0.066667,3.659721,0.05,0.225,3.658718,0.05,0.225
17,3.657672,0.054167,3.653741,0.05,0.2375,3.65279,0.05,0.2125
18,3.651676,0.045833,3.646294,0.05,0.2125,3.645449,0.0625,0.1875
19,3.642439,0.0625,3.636993,0.0875,0.225,3.636293,0.075,0.2125
20,3.635846,0.033333,3.6255,0.0875,0.2,3.624894,0.1,0.2125
21,3.621975,0.0625,3.611125,0.0875,0.1875,3.610499,0.1,0.225
22,3.604083,0.0625,3.591862,0.0875,0.1875,3.591222,0.0875,0.225
23,3.588217,0.0625,3.566639,0.0875,0.1625,3.566228,0.0875,0.2
24,3.561804,0.0625,3.53481,0.075,0.2375,3.534688,0.0875,0.2125
25,3.533043,0.0875,3.492181,0.1,0.2625,3.493001,0.1,0.2375
26,3.485892,0.091667,3.434921,0.1125,0.3125,3.437633,0.1,0.3
27,3.44301,0.075,3.355459,0.1125,0.4125,3.360994,0.125,0.3625
28,3.350063,0.116667,3.240771,0.1125,0.5,3.248327,0.15,0.55
29,3.250943,0.104167,3.08468,0.225,0.6625,3.093546,0.2375,0.675
30,3.09982,0.183333,2.879964,0.2625,0.7125,2.889169,0.2375,0.7375
31,2.917654,0.2,2.631777,0.2875,0.7125,2.630265,0.3,0.775
32,2.730814,0.208333,2.336588,0.35,0.8,2.317788,0.4375,0.875
33,2.449451,0.3,2.037361,0.425,0.8375,1.992562,0.5625,0.8875
34,2.268544,0.295833,1.855465,0.425,0.85,1.799795,0.5,0.875
35,2.254373,0.291667,1.778816,0.45,0.925,1.72518,0.55,0.9
36,2.115816,0.375,1.686448,0.4625,0.9375,1.56539,0.5375,0.925
37,1.924288,0.379167,1.589813,0.5125,0.8875,1.487133,0.5125,0.9375
38,1.783756,0.429167,1.438567,0.5625,0.95,1.320776,0.65,0.95
39,1.69301,0.470833,1.407877,0.525,0.9,1.236165,0.6875,0.925
40,1.569683,0.495833,1.332034,0.5625,0.925,1.24158,0.7,0.9125
41,1.526496,0.516667,1.162192,0.6625,0.9625,1.027516,0.7375,0.9375
42,1.370286,0.55,1.28029,0.575,0.9625,1.115915,0.7125,0.9625
43,1.393518,0.5375,1.07779,0.7125,0.95,1.016434,0.725,0.95
44,1.296966,0.545833,1.043825,0.65,0.975,0.938243,0.7875,0.975
45,1.377015,0.579167,1.025765,0.7375,0.9625,0.934556,0.7875,0.975
46,1.298952,0.5625,1.034555,0.675,0.9625,0.847006,0.7375,0.9875
47,1.132232,0.629167,1.029809,0.7,0.975,0.871807,0.75,0.9875
48,1.204082,0.620833,0.905723,0.7375,0.9625,0.828824,0.8125,0.9875
49,1.199671,0.616667,0.869565,0.725,0.975,0.85057,0.775,0.975
50,1.020115,0.633333,0.724632,0.8625,0.975,0.770935,0.7625,0.9875
51,1.025834,0.620833,0.632564,0.825,0.975,0.69559,0.85,0.9875
52,0.987949,0.704167,0.691186,0.7625,0.975,0.619381,0.825,0.9875
53,1.054027,0.6125,0.684203,0.7875,0.975,0.697328,0.7875,0.9875
54,1.024486,0.658333,0.798605,0.775,0.9625,0.726656,0.8125,0.9875
55,0.988075,0.7,0.749328,0.8375,0.95,0.653364,0.825,0.9875
56,0.959698,0.666667,0.562649,0.8375,0.975,0.522984,0.8875,0.9875
57,0.957523,0.658333,0.556404,0.85,0.975,0.550105,0.825,0.9875
58,0.901491,0.695833,0.587998,0.85,0.975,0.54723,0.875,0.9875
59,0.932318,0.691667,0.664464,0.8125,0.975,0.617869,0.8,0.9875
60,0.846772,0.716667,0.653536,0.8375,0.9625,0.666062,0.8,0.9875
61,0.830052,0.720833,0.506139,0.9,0.975,0.656342,0.825,0.9875
62,0.845077,0.729167,0.561968,0.8375,0.975,0.618604,0.825,0.9875
63,0.884121,0.683333,0.65962,0.775,0.975,0.605584,0.775,0.9875
64,0.836518,0.725,0.697247,0.7625,0.975,0.613969,0.825,0.9875
65,1.080792,0.6375,0.526266,0.85,0.975,0.561577,0.85,0.9875
66,1.014611,0.65,0.641439,0.8125,0.975,0.636289,0.825,0.9875
67,0.913023,0.733333,0.604309,0.8375,0.975,0.666548,0.8375,0.9875
68,0.968245,0.658333,0.543111,0.9125,0.9875,0.620667,0.8375,0.9875
69,0.769735,0.741667,0.631598,0.8,0.9875,0.606723,0.8375,0.9875
70,0.944073,0.691667,0.501519,0.8625,0.9875,0.5675,0.825,0.9875
71,0.698545,0.741667,0.499276,0.85,0.975,0.568968,0.8375,0.9875
