epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.695598,0.029167,3.690657,0.025,0.15,3.69072,0.025,0.125
2,3.695013,0.029167,3.690195,0.0125,0.125,3.690335,0.025,0.1375
3,3.689058,0.025,3.689788,0.025,0.1375,3.690033,0.025,0.1625
4,3.689723,0.025,3.689439,0.025,0.125,3.689929,0.025,0.1375
5,3.691239,0.0375,3.689326,0.025,0.125,3.689638,0.0125,0.1375
6,3.685712,0.033333,3.689215,0.0375,0.125,3.689208,0.0125,0.125
7,3.687433,0.041667,3.68936,0.025,0.1125,3.689175,0.0125,0.1375
8,3.688948,0.025,3.689172,0.0375,0.125,3.688861,0.0125,0.15
9,3.687218,0.058333,3.688809,0.025,0.1375,3.688681,0.025,0.1375
10,3.693985,0.033333,3.688488,0.025,0.1375,3.68858,0.025,0.15
11,3.684831,0.0125,3.68816,0.025,0.125,3.688389,0.025,0.1375
12,3.687202,0.020833,3.68797,0.025,0.125,3.688229,0.025,0.125
13,3.68508,0.016667,3.687685,0.025,0.1125,3.688131,0.025,0.1375
14,3.692684,0.033333,3.687639,0.025,0.125,3.688054,0.025,0.15
15,3.690072,0.0125,3.687492,0.025,0.1375,3.687891,0.025,0.1375
16,3.685087,0.016667,3.687358,0.025,0.15,3.68778,0.025,0.1375
17,3.686568,0.0125,3.687157,0.025,0.1625,3.68765,0.025,0.1375
18,3.686235,0.041667,3.686795,0.025,0.15,3.687428,0.025,0.15
19,3.68403,0.025,3.686502,0.025,0.175,3.687109,0.025,0.15
20,3.687222,0.045833,3.686273,0.025,0.1875,3.686893,0.025,0.15
21,3.686173,0.029167,3.686028,0.0125,0.1875,3.6867,0.025,0.1375
22,3.686129,0.033333,3.685772,0.0375,0.1625,3.686517,0.025,0.1625
23,3.680893,0.045833,3.685466,0.0375,0.1625,3.686021,0.0125,0.1625
24,3.684071,0.0125,3.685016,0.0375,0.1625,3.685629,0.025,0.1625
25,3.682767,0.033333,3.684661,0.025,0.1375,3.685326,0.025,0.15
26,3.679145,0.025,3.684338,0.025,0.1375,3.685122,0.025,0.1375
27,3.678693,0.016667,3.684052,0.025,0.15,3.684886,0.025,0.15
28,3.681409,0.041667,3.683709,0.025,0.125,3.684617,0.025,0.15
29,3.680598,0.020833,3.683204,0.025,0.15,3.684217,0.025,0.15
30,3.678512,0.054167,3.682711,0.05,0.1625,3.683735,0.0125,0.175
31,3.679603,0.0375,3.682113,0.05,0.1375,3.683154,0.0125,0.175
32,3.672582,0.041667,3.681415,0.0625,0.15,3.68254,0.05,0.15
33,3.678331,0.0125,3.680624,0.1,0.15,3.681693,0.05,0.1625
34,3.677496,0.029167,3.679906,0.0625,0.15,3.68089,0.025,0.1625
35,3.678089,0.033333,3.679152,0.075,0.15,3.679935,0.0625,0.1625
36,3.671292,0.0375,3.678265,0.075,0.175,3.678887,0.0625,0.15
37,3.678265,0.016667,3.677066,0.0625,0.1625,3.677851,0.0625,0.15
38,3.670916,0.029167,3.67588,0.0625,0.175,3.676706,0.0375,0.15
39,3.672245,0.0375,3.674668,0.075,0.2125,3.675512,0.05,0.1625
40,3.670479,0.033333,3.673515,0.075,0.1875,3.67439,0.0625,0.1625
41,3.660131,0.045833,3.672182,0.0875,0.1875,3.673129,0.0375,0.175
42,3.658105,0.05,3.670399,0.075,0.1875,3.67128,0.025,0.1875
43,3.65507,0.058333,3.668293,0.0625,0.2125,3.669251,0.025,0.1875
44,3.662888,0.058333,3.665411,0.05,0.25,3.666544,0.025,0.2
45,3.658766,0.0375,3.662606,0.0625,0.2125,3.66398,0.0375,0.2
46,3.646873,0.058333,3.659473,0.1,0.2,3.661201,0.05,0.2
47,3.64649,0.054167,3.655552,0.1,0.175,3.657571,0.05,0.1875
48,3.647192,0.066667,3.650953,0.0875,0.1875,3.653339,0.075,0.175
49,3.637684,0.058333,3.645763,0.0875,0.25,3.648554,0.0625,0.2375
50,3.624842,0.0625,3.640013,0.0875,0.2625,3.642828,0.05,0.2375
51,3.627164,0.079167,3.632579,0.075,0.2875,3.635345,0.0625,0.2375
52,3.622914,0.0875,3.62337,0.1,0.2875,3.626363,0.0625,0.2625
53,3.61526,0.0375,3.612755,0.0875,0.2875,3.616776,0.05,0.3
54,3.588149,0.066667,3.600827,0.0875,0.275,3.605562,0.0375,0.25
55,3.576681,0.1,3.586154,0.1125,0.3,3.591142,0.0875,0.275
56,3.55992,0.070833,3.567944,0.125,0.325,3.573098,0.0625,0.3375
57,3.520873,0.108333,3.543391,0.1,0.3375,3.550613,0.0875,0.375
58,3.499975,0.108333,3.508464,0.1125,0.3875,3.52047,0.15,0.3875
59,3.47382,0.095833,3.467678,0.1125,0.4625,3.480719,0.1125,0.4375
60,3.411166,0.116667,3.418477,0.15,0.475,3.42962,0.15,0.4875
61,3.363889,0.079167,3.355124,0.1125,0.4375,3.364398,0.175,0.4625
62,3.338538,0.075,3.274493,0.1,0.575,3.283916,0.175,0.525
63,3.210885,0.129167,3.180054,0.125,0.5375,3.194995,0.1875,0.55
64,3.042972,0.229167,3.060138,0.1375,0.525,3.086929,0.225,0.525
65,3.008443,0.204167,2.93822,0.1625,0.575,2.975188,0.1875,0.6
66,2.94181,0.179167,2.864286,0.1875,0.625,2.889122,0.2875,0.575
67,2.857456,0.183333,2.816611,0.175,0.575,2.838749,0.25,0.5625
68,2.672688,0.229167,2.752937,0.2375,0.6125,2.776782,0.2625,0.5875
69,2.713038,0.2375,2.682569,0.1875,0.5875,2.703395,0.2625,0.6375
70,2.535378,0.233333,2.573112,0.225,0.725,2.621746,0.2625,0.625
71,2.455275,0.3,2.568562,0.2,0.6625,2.559216,0.25,0.6375
72,2.570029,0.2125,2.562252,0.225,0.6,2.521449,0.3125,0.65
73,2.432136,0.233333,2.521421,0.25,0.65,2.520608,0.2875,0.65
74,2.404928,0.275,2.660184,0.225,0.6125,2.639056,0.2125,0.625
75,2.391437,0.266667,2.733799,0.15,0.5875,2.760698,0.225,0.625
76,2.322002,0.308333,2.671291,0.15,0.6125,2.663337,0.15,0.6
77,2.405595,0.283333,2.535308,0.2625,0.6125,2.500554,0.3,0.6
78,2.281876,0.3,2.564659,0.275,0.625,2.572758,0.2375,0.65
79,2.195913,0.3625,2.533471,0.225,0.6375,2.54374,0.25,0.625
80,1.946487,0.416667,2.486041,0.1875,0.675,2.5288,0.2625,0.675
81,2.000318,0.404167,2.474444,0.2125,0.7125,2.49077,0.225,0.675
82,1.903362,0.433333,2.542248,0.2375,0.65,2.569806,0.2625,0.6375
83,1.758201,0.433333,2.492699,0.275,0.6875,2.525681,0.225,0.675
84,1.686812,0.425,2.561,0.2625,0.65,2.590041,0.25,0.6125
85,1.754803,0.416667,2.544993,0.2375,0.7375,2.508902,0.2625,0.6375
86,1.699408,0.483333,2.57093,0.3,0.7125,2.50068,0.3,0.625
87,1.661825,0.458333,2.522434,0.225,0.675,2.557878,0.2375,0.6375
88,1.493905,0.558333,2.493016,0.275,0.7125,2.580619,0.2375,0.6625
89,1.625105,0.504167,2.514797,0.25,0.6625,2.573796,0.2625,0.6875
90,1.581346,0.479167,2.584126,0.2625,0.6875,2.525279,0.3,0.625
91,1.535791,0.491667,2.702493,0.1875,0.725,2.631242,0.3125,0.625
92,1.554131,0.529167,2.737691,0.2,0.675,2.684813,0.225,0.6
93,1.461243,0.520833,2.61429,0.2875,0.6875,2.593313,0.2625,0.6125
94,1.333816,0.620833,2.66724,0.15,0.75,2.562798,0.2625,0.6375
95,1.638579,0.4625,2.732025,0.175,0.675,2.634754,0.2875,0.65
96,1.384359,0.558333,2.806438,0.225,0.625,2.779805,0.25,0.6375
97,1.532313,0.520833,2.79038,0.1875,0.7125,2.78596,0.25,0.6125
98,1.497287,0.541667,2.771616,0.225,0.65,2.761035,0.25,0.625
99,1.41142,0.529167,2.706539,0.2625,0.725,2.648166,0.3125,0.6125
100,1.295652,0.5625,2.670545,0.2625,0.65,2.632207,0.2375,0.65
