epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.689416,0.025,3.688715,0.0375,0.1375,3.688644,0.025,0.15
2,3.689481,0.041667,3.688251,0.025,0.1375,3.688206,0.0375,0.125
3,3.687092,0.020833,3.687635,0.025,0.125,3.687608,0.0375,0.15
4,3.687093,0.020833,3.686891,0.025,0.125,3.686872,0.0375,0.1375
5,3.68683,0.033333,3.686072,0.025,0.1625,3.686031,0.0375,0.1625
6,3.684335,0.0375,3.685118,0.0375,0.1625,3.685078,0.0375,0.175
7,3.684922,0.016667,3.684118,0.0625,0.1875,3.684064,0.0375,0.1875
8,3.683045,0.045833,3.683051,0.0875,0.1875,3.682959,0.05,0.2
9,3.682318,0.0375,3.681798,0.075,0.1875,3.681694,0.05,0.2125
10,3.683514,0.0375,3.680409,0.0875,0.2,3.680344,0.0625,0.1875
11,3.679027,0.054167,3.678841,0.0875,0.2375,3.67879,0.075,0.225
12,3.677492,0.045833,3.676986,0.1,0.225,3.676936,0.075,0.2375
13,3.675815,0.058333,3.674837,0.0625,0.225,3.674768,0.0625,0.2375
14,3.674568,0.045833,3.672272,0.075,0.2125,3.672183,0.075,0.25
15,3.670808,0.054167,3.669224,0.1125,0.225,3.669093,0.0875,0.2125
16,3.667358,0.066667,3.665421,0.1,0.2,3.665231,0.1,0.2375
17,3.663151,0.058333,3.660855,0.1,0.2125,3.660557,0.1,0.2
18,3.65673,0.05,3.655074,0.1,0.2125,3.654676,0.0875,0.1875
19,3.650845,0.0625,3.647785,0.1,0.2125,3.647324,0.1,0.2
20,3.643913,0.041667,3.638635,0.1,0.25,3.637928,0.0875,0.225
21,3.635414,0.066667,3.627055,0.1,0.25,3.625932,0.0875,0.2125
22,3.615131,0.075,3.611403,0.1,0.225,3.610006,0.0875,0.225
23,3.608858,0.058333,3.590878,0.1,0.2375,3.589421,0.0875,0.2125
24,3.581753,0.066667,3.564367,0.1,0.2125,3.562848,0.0875,0.225
25,3.557141,0.075,3.529571,0.1,0.2625,3.528464,0.0875,0.25
26,3.519461,0.083333,3.485207,0.1,0.25,3.484358,0.0875,0.25
27,3.47657,0.0875,3.426916,0.1,0.225,3.426715,0.1,0.2625
28,3.406298,0.095833,3.346726,0.1125,0.3,3.34661,0.1,0.325
29,3.354208,0.079167,3.238803,0.1125,0.4875,3.236768,0.1125,0.4625
30,3.225352,0.133333,3.095758,0.1625,0.5125,3.093067,0.2125,0.575
31,3.125862,0.158333,2.911811,0.2125,0.6375,2.906956,0.2375,0.675
32,2.957467,0.1625,2.688769,0.275,0.65,2.680605,0.3375,0.675
33,2.731859,0.270833,2.443083,0.3,0.7,2.418236,0.375,0.7625
34,2.529242,0.2375,2.218061,0.4125,0.725,2.153133,0.4625,0.8125
35,2.467701,0.233333,2.001347,0.375,0.8375,1.934958,0.45,0.8375
36,2.167953,0.354167,1.839154,0.5,0.9,1.714743,0.6,0.9
37,2.060696,0.3625,1.706054,0.5125,0.85,1.587897,0.55,0.875
38,1.904809,0.379167,1.583833,0.5,0.875,1.508439,0.5125,0.9
39,1.733892,0.441667,1.486923,0.5125,0.875,1.45488,0.625,0.8875
40,1.600875,0.5,1.394246,0.575,0.9,1.314076,0.6625,0.925
41,1.587098,0.5,1.243956,0.5875,0.9375,1.159358,0.6875,0.9375
42,1.270456,0.591667,1.306671,0.575,0.9125,1.220326,0.625,0.925
43,1.269604,0.579167,1.221786,0.675,0.925,1.180834,0.675,0.95
44,1.319877,0.570833,1.160953,0.725,0.925,1.045205,0.7875,0.95
45,1.168704,0.604167,1.077739,0.675,0.95,1.182036,0.6625,0.95
46,1.20278,0.6375,0.972719,0.7625,0.9125,0.903085,0.7625,0.95
47,1.176607,0.629167,1.015785,0.6875,0.925,0.878273,0.7125,0.9625
48,1.115951,0.633333,0.981273,0.7,0.9125,0.969372,0.7625,0.9375
49,1.042752,0.654167,0.92206,0.7125,0.9375,0.893985,0.75,0.9625
50,0.949682,0.654167,0.90588,0.725,0.925,0.796311,0.775,0.9625
51,0.98531,0.695833,0.839331,0.675,0.925,0.713292,0.8125,0.95
52,0.893881,0.7,0.857367,0.75,0.9375,0.800727,0.7625,0.9625
53,1.045398,0.670833,0.858321,0.7625,0.95,0.811864,0.775,0.975
54,0.912372,0.716667,0.87122,0.775,0.9375,0.790583,0.8,0.975
55,0.945693,0.666667,0.825558,0.7875,0.95,0.829974,0.7625,0.9625
56,0.879623,0.741667,0.817142,0.7125,0.9875,0.811391,0.775,0.9875
57,0.870807,0.704167,0.819984,0.7375,0.95,0.771815,0.75,0.975
58,0.80696,0.695833,0.931361,0.6625,0.95,0.866722,0.75,0.9625
59,0.874992,0.716667,0.754939,0.8,0.975,0.777381,0.7625,0.9875
60,0.952016,0.725,0.820841,0.7,0.975,0.911202,0.725,0.975
61,0.970836,0.654167,0.676161,0.775,0.9625,0.791039,0.7625,0.9875
62,0.984778,0.679167,0.701505,0.7625,0.95,0.845085,0.7625,0.9875
63,0.743467,0.7625,0.684662,0.7875,0.975,0.776109,0.8,0.9875
64,0.734583,0.7625,0.630592,0.825,0.975,0.717388,0.8125,0.975
65,0.817788,0.7375,0.637139,0.85,0.9625,0.723657,0.7875,0.975
66,0.724989,0.775,0.648292,0.8,0.975,0.770022,0.775,0.9875
67,0.77868,0.716667,0.613424,0.8125,0.975,0.784779,0.7875,0.975
68,0.774558,0.733333,0.617351,0.8375,0.9875,0.753275,0.7875,0.975
69,0.663734,0.779167,0.751811,0.7375,0.9875,0.64361,0.8,0.975
70,0.801879,0.754167,0.580177,0.8,0.9875,0.516746,0.875,0.9875
71,0.675165,0.754167,0.611476,0.7625,0.9875,0.640563,0.8375,0.9875
72,0.862602,0.725,0.680391,0.7375,0.975,0.73684,0.8,0.9875
73,0.876483,0.733333,0.653343,0.7875,0.975,0.709918,0.8125,0.975
74,0.736431,0.7375,0.699167,0.7875,0.975,0.694821,0.825,0.9875
75,0.748658,0.7875,0.70049,0.775,0.975,0.700547,0.8125,0.975
76,0.723668,0.7375,0.683537,0.775,0.9875,0.683078,0.825,0.9875
77,0.715591,0.725,0.592794,0.8,0.9875,0.71416,0.8,0.9875
78,0.740814,0.754167,0.551359,0.8,0.9875,0.656446,0.8125,0.975
79,0.787866,0.754167,0.531299,0.8,0.9875,0.65445,0.8,0.9875
80,0.607669,0.795833,0.626429,0.8375,0.975,0.719053,0.8125,0.975
81,0.672004,0.775,0.578924,0.8,0.9875,0.697433,0.825,0.9625
82,0.735388,0.729167,0.594881,0.7875,0.9875,0.769911,0.8125,0.975
83,0.587915,0.770833,0.620968,0.7875,0.975,0.78209,0.825,0.975
84,0.630431,0.791667,0.53754,0.8125,0.9875,0.702383,0.8,1.0
85,0.548446,0.820833,0.557808,0.8,0.975,0.702589,0.8125,1.0
86,0.735057,0.7625,0.601954,0.8125,0.975,0.720878,0.75,0.975
87,0.620708,0.8,0.697936,0.7875,0.9625,0.800745,0.775,0.9875
88,0.624943,0.7625,0.653114,0.7625,0.975,0.658075,0.825,0.9875
89,0.565897,0.783333,0.567851,0.775,0.9875,0.668233,0.8125,0.975
90,0.71491,0.733333,0.555898,0.8375,0.9875,0.721366,0.85,0.9875
91,0.535073,0.8125,0.590067,0.7875,0.975,0.73441,0.85,0.9875
92,0.610616,0.7875,0.489391,0.8625,0.975,0.694903,0.85,0.975
93,0.595439,0.8,0.495412,0.825,0.975,0.720444,0.875,0.9875
94,0.608139,0.7875,0.493249,0.8625,0.975,0.720774,0.8625,1.0
95,0.640984,0.754167,0.5268,0.8,0.975,0.815457,0.8,0.9875
96,0.738805,0.733333,0.453642,0.8375,0.9875,0.80116,0.8375,0.9875
97,0.538266,0.833333,0.441382,0.875,0.9875,0.721011,0.8625,0.975
98,0.532739,0.8,0.45794,0.8375,0.9875,0.654912,0.8375,0.9875
99,0.560201,0.833333,0.460886,0.875,0.9875,0.654732,0.8375,1.0
100,0.760255,0.766667,0.508867,0.8375,0.9875,0.641953,0.8375,1.0
