epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.689726,0.025,3.68844,0.025,0.1125,3.68839,0.0375,0.1375
2,3.689432,0.0375,3.687927,0.025,0.125,3.687897,0.0375,0.1625
3,3.687021,0.025,3.687258,0.025,0.125,3.687232,0.0375,0.1625
4,3.68672,0.016667,3.686461,0.025,0.15,3.686438,0.0375,0.1625
5,3.686498,0.0375,3.685594,0.025,0.15,3.685527,0.0375,0.1875
6,3.683735,0.041667,3.684635,0.0375,0.1625,3.684499,0.0375,0.2
7,3.684656,0.025,3.68365,0.05,0.1625,3.683441,0.05,0.2125
8,3.682511,0.041667,3.682587,0.075,0.1625,3.682304,0.05,0.225
9,3.681769,0.045833,3.681329,0.075,0.2,3.681026,0.0625,0.2
10,3.683144,0.0375,3.679912,0.0875,0.175,3.679617,0.075,0.2125
11,3.678211,0.066667,3.678292,0.075,0.2375,3.678002,0.0875,0.225
12,3.676864,0.045833,3.676384,0.0625,0.2375,3.67611,0.075,0.25
13,3.675129,0.054167,3.674187,0.0625,0.25,3.673949,0.075,0.2625
14,3.673991,0.045833,3.671595,0.075,0.2375,3.671348,0.075,0.2625
15,3.670449,0.054167,3.668464,0.0875,0.2375,3.668256,0.075,0.225
16,3.66582,0.066667,3.664513,0.075,0.225,3.664372,0.075,0.2375
17,3.662434,0.058333,3.659797,0.0875,0.225,3.659663,0.0875,0.225
18,3.655598,0.05,3.653863,0.1,0.2375,3.653749,0.1,0.2375
19,3.650206,0.058333,3.646322,0.1,0.25,3.64624,0.1,0.2375
20,3.641758,0.05,3.636871,0.1,0.2625,3.636599,0.1,0.2375
21,3.634292,0.066667,3.624911,0.1,0.2375,3.624339,0.1,0.225
22,3.613534,0.070833,3.60867,0.1,0.225,3.607865,0.1,0.225
23,3.605383,0.058333,3.586854,0.1,0.2625,3.586177,0.1,0.2625
24,3.578135,0.058333,3.558994,0.1,0.25,3.558192,0.0875,0.25
25,3.547998,0.066667,3.522186,0.1,0.2375,3.522181,0.0875,0.2625
26,3.511663,0.0875,3.474457,0.1125,0.2625,3.475293,0.1,0.25
27,3.466945,0.095833,3.411879,0.1125,0.2625,3.413251,0.125,0.2625
28,3.399349,0.1,3.326023,0.1125,0.4,3.327524,0.125,0.3875
29,3.337035,0.075,3.20972,0.125,0.55,3.210068,0.125,0.5125
30,3.202252,0.15,3.058794,0.2,0.55,3.05861,0.225,0.5875
31,3.095021,0.158333,2.865858,0.225,0.6125,2.859576,0.25,0.6625
32,2.915881,0.175,2.633292,0.2875,0.6375,2.619925,0.35,0.7
33,2.668111,0.275,2.378386,0.325,0.7125,2.344852,0.3625,0.775
34,2.481116,0.241667,2.147314,0.4375,0.775,2.074583,0.475,0.8
35,2.379981,0.2875,1.903547,0.45,0.775,1.847867,0.5125,0.825
36,2.083838,0.345833,1.776288,0.4875,0.875,1.682823,0.575,0.8875
37,2.070176,0.3625,1.62292,0.55,0.8875,1.568743,0.5625,0.8875
38,1.784189,0.391667,1.59906,0.475,0.8625,1.53503,0.5,0.9
39,1.741477,0.425,1.454393,0.55,0.875,1.450449,0.625,0.925
40,1.539443,0.5125,1.384341,0.5625,0.9,1.362298,0.625,0.925
41,1.534235,0.516667,1.24868,0.625,0.9375,1.134391,0.65,0.95
42,1.303259,0.575,1.206182,0.6,0.925,1.135919,0.6625,0.95
43,1.203309,0.6,1.150163,0.65,0.9375,1.090114,0.7375,0.975
44,1.166338,0.5875,1.174836,0.6625,0.95,1.040036,0.725,0.95
45,1.260551,0.55,1.076143,0.7,0.9625,1.093893,0.65,0.925
46,1.153671,0.620833,1.09592,0.65,0.925,1.019257,0.7125,0.9375
47,1.144093,0.595833,1.121489,0.6375,0.9125,0.987982,0.7125,0.95
48,1.308894,0.579167,0.931897,0.7,0.925,0.900267,0.7125,0.9625
49,1.057167,0.629167,0.976547,0.675,0.9375,0.975362,0.675,0.95
50,1.031615,0.675,0.935443,0.725,0.9375,0.917701,0.725,0.975
51,0.905957,0.720833,0.875808,0.75,0.9625,0.852416,0.7875,0.9625
52,0.915335,0.675,0.914603,0.7125,0.9625,0.936201,0.7125,0.975
53,0.948312,0.670833,0.96708,0.725,0.95,0.942653,0.7375,0.9625
54,0.941062,0.7,0.999192,0.6625,0.95,0.955413,0.7375,0.9625
55,1.025341,0.641667,0.891378,0.7375,0.95,0.906893,0.7875,0.9875
56,0.856241,0.716667,0.948677,0.7125,0.9375,0.967979,0.7375,0.95
57,0.872051,0.654167,0.845965,0.775,0.9625,0.904263,0.725,0.95
58,0.895499,0.725,0.704204,0.775,0.975,0.796593,0.775,0.975
59,0.721405,0.7375,0.732406,0.7375,0.975,0.849412,0.75,0.975
60,0.86035,0.7125,0.691749,0.7875,0.975,0.858928,0.7625,0.9875
61,0.792277,0.7125,0.738951,0.7625,0.975,0.864603,0.725,0.9875
62,0.943273,0.695833,0.852267,0.7,0.9375,0.909694,0.7375,0.975
63,0.783144,0.729167,0.87364,0.7125,0.9375,0.904563,0.7625,0.9875
64,0.816231,0.733333,0.778239,0.7625,0.95,0.794912,0.7625,0.975
65,0.885699,0.683333,0.79217,0.8125,0.95,0.776038,0.775,0.975
66,0.858593,0.704167,0.867872,0.7875,0.9375,0.915761,0.7875,0.9875
67,0.763826,0.729167,0.866841,0.8125,0.9375,0.917488,0.8,0.975
68,0.706587,0.758333,0.8688,0.7125,0.95,0.830444,0.775,0.975
69,0.718339,0.75,0.723617,0.8125,0.9375,0.828173,0.775,0.9875
70,0.634895,0.770833,0.683787,0.8,0.95,0.867086,0.7625,0.975
71,0.696372,0.770833,0.651524,0.8,0.975,0.806145,0.7625,0.975
72,0.688757,0.775,0.728917,0.775,0.975,0.900111,0.7125,0.975
73,0.831878,0.725,0.741112,0.75,0.95,0.896375,0.75,0.975
74,0.571593,0.8,0.676381,0.7875,0.975,0.830908,0.8,0.9625
75,0.63049,0.779167,0.696004,0.7875,0.975,0.845801,0.7875,0.975
76,0.629071,0.766667,0.789461,0.75,0.9625,0.931127,0.725,0.9625
77,0.663542,0.8,0.669161,0.825,0.9625,0.871075,0.7375,0.9625
78,0.663765,0.779167,0.692888,0.8,0.975,0.874009,0.7625,0.975
79,0.776408,0.741667,0.78623,0.7625,0.95,0.883786,0.75,0.975
80,0.605255,0.816667,0.817206,0.75,0.9625,0.876579,0.7875,0.9625
81,0.674925,0.766667,0.672148,0.775,0.9875,0.802828,0.7875,0.975
82,0.74552,0.745833,0.61329,0.825,0.975,0.763013,0.75,0.975
83,0.637839,0.770833,0.643745,0.8375,0.9625,0.774143,0.7375,0.975
84,0.651739,0.795833,0.705578,0.8,0.95,0.784836,0.7625,0.975
85,0.618998,0.758333,0.75598,0.7625,0.9625,0.803379,0.75,0.975
86,0.696704,0.741667,0.652037,0.825,0.9875,0.72811,0.775,0.975
87,0.61669,0.775,0.741099,0.775,0.975,0.753334,0.7375,0.975
88,0.58183,0.791667,0.809718,0.7375,0.95,0.765111,0.775,0.975
89,0.532249,0.833333,0.762401,0.8,0.975,0.736858,0.7875,0.975
90,0.728958,0.7625,0.682048,0.7875,0.975,0.753497,0.775,0.9875
