epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.689853,0.020833,3.688714,0.025,0.1375,3.688554,0.0375,0.1625
2,3.689821,0.0375,3.688194,0.025,0.1375,3.687999,0.025,0.1625
3,3.686499,0.029167,3.687457,0.0375,0.1375,3.687264,0.025,0.1625
4,3.686726,0.029167,3.686565,0.0375,0.1375,3.686379,0.025,0.15
5,3.686153,0.0375,3.685611,0.0375,0.175,3.685402,0.025,0.1625
6,3.683634,0.0375,3.684606,0.0375,0.175,3.68437,0.025,0.1875
7,3.684323,0.020833,3.683607,0.0375,0.175,3.683293,0.0375,0.2125
8,3.682368,0.045833,3.682437,0.0375,0.175,3.682085,0.0375,0.1875
9,3.681457,0.041667,3.681,0.075,0.175,3.680656,0.0625,0.1625
10,3.682618,0.033333,3.679422,0.075,0.2375,3.679081,0.0625,0.2125
11,3.677357,0.054167,3.67758,0.075,0.2125,3.677205,0.075,0.225
12,3.675919,0.041667,3.67533,0.075,0.2125,3.674966,0.0875,0.225
13,3.673347,0.054167,3.672746,0.0875,0.225,3.672327,0.075,0.225
14,3.67193,0.05,3.669648,0.1,0.2375,3.669171,0.0875,0.2625
15,3.668248,0.041667,3.665854,0.1,0.2375,3.66537,0.075,0.2625
16,3.665053,0.0625,3.661122,0.1,0.2375,3.660577,0.075,0.225
17,3.658183,0.058333,3.65546,0.1,0.25,3.654861,0.0875,0.2375
18,3.652642,0.054167,3.648217,0.1,0.2375,3.647547,0.0875,0.25
19,3.643481,0.0625,3.638884,0.1,0.2125,3.638284,0.0875,0.2125
20,3.635654,0.045833,3.627213,0.1,0.2125,3.62659,0.0875,0.2
21,3.622451,0.075,3.612338,0.1,0.25,3.611687,0.0875,0.2125
22,3.60126,0.066667,3.592391,0.0875,0.2375,3.591708,0.0875,0.2125
23,3.588072,0.083333,3.566156,0.0875,0.2125,3.565347,0.0875,0.225
24,3.557097,0.075,3.532686,0.0875,0.225,3.532173,0.0875,0.2375
25,3.528848,0.075,3.488302,0.0875,0.225,3.488935,0.0875,0.2375
26,3.480975,0.0875,3.42819,0.1125,0.25,3.430211,0.1,0.3125
27,3.432498,0.0875,3.346046,0.1125,0.3625,3.350036,0.125,0.35
28,3.336791,0.1125,3.226285,0.1375,0.525,3.232193,0.1625,0.5125
29,3.244905,0.1125,3.069594,0.225,0.6,3.074893,0.275,0.6375
30,3.084007,0.175,2.866621,0.225,0.65,2.870177,0.2625,0.7125
31,2.906021,0.225,2.619225,0.3125,0.6875,2.609397,0.3375,0.7625
32,2.691021,0.241667,2.340099,0.35,0.7375,2.305677,0.375,0.85
33,2.419838,0.316667,2.048397,0.425,0.8125,1.984693,0.5125,0.875
34,2.221729,0.3,1.812447,0.45,0.875,1.747998,0.55,0.8625
35,2.21502,0.291667,1.649899,0.5,0.925,1.597259,0.6375,0.9
36,1.929778,0.3875,1.632314,0.5375,0.8875,1.528972,0.6,0.9125
37,1.880075,0.395833,1.500087,0.575,0.8625,1.417292,0.65,0.9125
38,1.677934,0.4625,1.430837,0.525,0.8875,1.332855,0.6125,0.9125
39,1.596146,0.454167,1.415563,0.5375,0.875,1.276835,0.6875,0.9125
40,1.625774,0.495833,1.233634,0.6,0.95,1.161227,0.7125,0.9375
41,1.462333,0.554167,1.216174,0.5875,0.9375,1.028302,0.725,0.975
42,1.307211,0.566667,1.208703,0.575,0.9375,1.076541,0.6375,0.95
43,1.198695,0.6125,1.087757,0.6875,0.9375,1.00383,0.7375,0.95
44,1.298803,0.566667,1.072429,0.7125,0.9625,0.973966,0.725,0.975
45,1.259081,0.616667,1.131942,0.6625,0.9375,1.017705,0.775,0.9875
46,1.290235,0.575,0.979849,0.7625,0.9625,0.961537,0.725,0.95
47,1.129904,0.65,1.053445,0.75,0.925,1.036548,0.725,0.9375
48,1.30729,0.570833,1.083102,0.675,0.9375,1.071586,0.725,0.95
49,1.238911,0.629167,0.961778,0.675,0.975,0.878745,0.7875,0.9625
50,1.146273,0.633333,0.831912,0.7125,0.975,0.823648,0.8,0.9625
51,1.256884,0.591667,0.852698,0.7625,0.975,0.881907,0.775,0.9625
52,0.984654,0.675,0.740026,0.8375,0.975,0.730973,0.8125,0.975
53,0.995195,0.7,0.81989,0.7625,0.975,0.821382,0.7625,0.9625
54,0.953943,0.670833,0.725181,0.8,0.975,0.731582,0.825,0.975
55,1.027321,0.675,0.70995,0.7875,0.975,0.692782,0.7875,0.975
56,0.965169,0.6625,0.846322,0.7375,0.9625,0.788226,0.7875,0.975
57,0.891542,0.670833,0.796248,0.75,0.975,0.756823,0.825,0.975
58,0.890485,0.729167,0.70634,0.8625,0.975,0.788932,0.8625,0.9625
59,0.909339,0.7,0.650995,0.8375,0.975,0.704883,0.8625,0.9625
60,0.741948,0.745833,0.609086,0.8375,0.975,0.699163,0.8125,0.9625
61,0.933908,0.6625,0.682774,0.8625,0.975,0.719538,0.8625,0.9625
