epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.690287,0.025,3.688541,0.0125,0.1375,3.688278,0.025,0.1625
2,3.690078,0.0375,3.687925,0.0375,0.1375,3.687664,0.025,0.1625
3,3.686332,0.029167,3.687121,0.0375,0.1375,3.686848,0.0125,0.1625
4,3.686786,0.025,3.686172,0.0375,0.175,3.685928,0.025,0.175
5,3.686284,0.0375,3.685185,0.0375,0.175,3.684916,0.025,0.1875
6,3.683168,0.033333,3.684167,0.0375,0.175,3.683812,0.025,0.1875
7,3.68417,0.025,3.683196,0.05,0.1625,3.682751,0.025,0.1875
8,3.6821,0.033333,3.682024,0.0375,0.175,3.681517,0.05,0.2125
9,3.681229,0.033333,3.680473,0.075,0.2125,3.679984,0.05,0.225
10,3.682833,0.033333,3.678779,0.05,0.25,3.678288,0.075,0.25
11,3.6767,0.05,3.676915,0.075,0.2625,3.676401,0.0625,0.2625
12,3.675582,0.041667,3.674704,0.0625,0.2625,3.674132,0.0625,0.25
13,3.672848,0.083333,3.67207,0.0625,0.2875,3.6715,0.05,0.2375
14,3.671265,0.05,3.668859,0.05,0.25,3.668266,0.05,0.2125
15,3.667948,0.0625,3.664993,0.0625,0.225,3.664365,0.0625,0.225
16,3.664615,0.058333,3.660113,0.0625,0.25,3.659482,0.0625,0.25
17,3.658356,0.054167,3.654287,0.0625,0.2375,3.653746,0.0625,0.225
18,3.65242,0.066667,3.647146,0.0875,0.225,3.646669,0.075,0.2125
19,3.642942,0.054167,3.638077,0.0875,0.2125,3.637714,0.1,0.2
20,3.636,0.033333,3.626704,0.0875,0.2,3.626345,0.0875,0.2125
21,3.6239,0.0625,3.612405,0.0875,0.225,3.61192,0.0875,0.2375
22,3.603696,0.054167,3.593056,0.0875,0.2125,3.592545,0.0875,0.225
23,3.589389,0.079167,3.567638,0.0875,0.2,3.567508,0.0875,0.225
24,3.560837,0.070833,3.535241,0.075,0.225,3.535783,0.075,0.225
25,3.53323,0.083333,3.492202,0.1,0.2625,3.49397,0.1,0.25
26,3.487705,0.091667,3.434742,0.1125,0.3,3.438212,0.1125,0.275
27,3.441373,0.083333,3.355967,0.1125,0.3625,3.360935,0.1125,0.35
28,3.349635,0.116667,3.241908,0.1125,0.5625,3.249294,0.15,0.55
29,3.256011,0.129167,3.088319,0.2625,0.65,3.097427,0.2625,0.6875
30,3.107455,0.183333,2.887214,0.2625,0.6875,2.897164,0.25,0.7375
31,2.926672,0.204167,2.638683,0.3125,0.7,2.636213,0.325,0.7875
32,2.732102,0.208333,2.352773,0.35,0.7625,2.324925,0.4125,0.875
33,2.444952,0.270833,2.043504,0.45,0.8625,2.001711,0.55,0.8875
34,2.253617,0.279167,1.834769,0.4375,0.8875,1.787329,0.525,0.8625
35,2.211895,0.308333,1.694639,0.4875,0.925,1.653672,0.5625,0.9
36,2.048057,0.3625,1.652115,0.5375,0.9125,1.541451,0.575,0.9125
37,1.883792,0.4,1.512155,0.5375,0.9,1.408108,0.6125,0.95
38,1.74635,0.445833,1.39413,0.6375,0.975,1.269138,0.625,0.9375
39,1.589556,0.479167,1.343681,0.625,0.9,1.222246,0.65,0.9125
40,1.456524,0.554167,1.185365,0.625,0.975,1.130477,0.7125,0.9375
41,1.36165,0.583333,1.225836,0.5875,0.9625,1.090454,0.6875,0.9375
42,1.124866,0.629167,1.256617,0.6125,0.95,1.141796,0.6625,0.9125
