epoch,train_loss,train_acc,val_loss,val_acc,val_top5_acc,test_loss,test_acc,test_top5_acc
1,3.700864,0.033333,3.692279,0.025,0.125,3.691702,0.025,0.125
2,3.698937,0.029167,3.691493,0.025,0.125,3.690951,0.025,0.125
3,3.691881,0.025,3.691002,0.025,0.1125,3.690472,0.025,0.125
4,3.693118,0.025,3.69083,0.025,0.125,3.690058,0.025,0.1375
5,3.693233,0.033333,3.690604,0.025,0.1,3.689782,0.0375,0.125
6,3.689181,0.029167,3.690358,0.025,0.125,3.68956,0.025,0.125
7,3.689165,0.041667,3.690189,0.025,0.1,3.689497,0.025,0.125
8,3.693,0.020833,3.689947,0.025,0.125,3.689304,0.025,0.1375
9,3.687908,0.041667,3.68976,0.025,0.1125,3.689256,0.025,0.125
10,3.696763,0.05,3.689785,0.025,0.125,3.689272,0.025,0.125
11,3.687951,0.020833,3.689816,0.025,0.1,3.689332,0.025,0.125
12,3.689428,0.029167,3.689744,0.025,0.1125,3.689386,0.025,0.125
13,3.688065,0.016667,3.689763,0.025,0.1,3.689452,0.025,0.1125
14,3.697951,0.020833,3.689739,0.025,0.125,3.689529,0.025,0.1125
15,3.692273,0.025,3.689786,0.025,0.125,3.689611,0.025,0.125
16,3.690178,0.016667,3.689871,0.025,0.125,3.689477,0.025,0.125
17,3.69272,0.016667,3.689883,0.025,0.125,3.689466,0.025,0.125
18,3.690664,0.041667,3.689941,0.025,0.1125,3.689484,0.025,0.125
19,3.690532,0.016667,3.689929,0.025,0.125,3.689421,0.025,0.1375
20,3.692002,0.045833,3.689931,0.025,0.125,3.689415,0.025,0.125
21,3.69784,0.029167,3.689922,0.025,0.125,3.689376,0.025,0.125
22,3.69137,0.029167,3.689927,0.025,0.125,3.689353,0.025,0.125
23,3.688719,0.025,3.689822,0.025,0.125,3.689344,0.025,0.125
24,3.691172,0.0125,3.689782,0.025,0.125,3.689336,0.0375,0.125
25,3.690445,0.0125,3.6897,0.025,0.125,3.689312,0.025,0.125
26,3.687261,0.033333,3.689718,0.025,0.125,3.689302,0.025,0.125
27,3.686735,0.033333,3.68976,0.025,0.125,3.689296,0.025,0.125
28,3.692567,0.020833,3.689757,0.025,0.1125,3.689313,0.025,0.125
29,3.69205,0.029167,3.689756,0.025,0.125,3.68931,0.025,0.1375
30,3.687732,0.004167,3.689796,0.025,0.1125,3.689257,0.025,0.1125
31,3.688131,0.020833,3.689816,0.025,0.1125,3.689243,0.025,0.125
32,3.687047,0.025,3.689791,0.025,0.1375,3.689219,0.025,0.1125
33,3.689908,0.016667,3.689786,0.025,0.125,3.689196,0.025,0.1375
34,3.687337,0.020833,3.689779,0.025,0.1125,3.689143,0.025,0.125
